#id	length	evalue	coverge	probability	score
contig_58:4385429..4390915#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	255	3.1e-112	100.0	0.98	367.5
contig_58:4385429..4390915#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	2.6e-77	100.0	0.95	252.5
contig_58:4385429..4390915#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	1.6e-15	100.0	0.98	51.1
contig_58:4385429..4390915#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	107	6e-19	98.9	0.9	62.0
contig_58:4738600..4743293#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	87	4.9e-13	97.8	0.92	43.1
contig_58:4738600..4743293#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	69	1.8e-23	93.0	0.98	76.6
contig_58:4738600..4743293#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	2.5e-69	100.0	0.97	226.5
contig_58:4738600..4743293#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	2.6e-114	100.0	0.99	374.3
contig_58:4738600..4743293#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	2.4e-52	100.0	0.99	170.0
contig_58:4815903..4821335#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	3.3e-59	100.0	0.99	191.9
contig_58:4815903..4821335#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	257	1.8e-127	100.0	0.99	417.4
contig_58:4815903..4821335#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	198	2e-83	100.0	0.98	272.4
contig_58:4815903..4821335#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	1.3e-28	100.0	1.0	92.7
contig_58:4815903..4821335#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	4.3e-29	96.7	0.98	94.1
contig_58:4919025..4924114#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	6.7e-58	100.0	1.0	187.7
contig_58:4919025..4924114#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	188	4e-86	71.9	0.99	281.9
contig_58:4919025..4924114#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	198	3.5e-84	100.0	0.98	274.9
contig_58:4919025..4924114#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	8.7e-29	100.0	1.0	93.4
contig_58:4919025..4924114#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	2.6e-25	100.0	0.96	81.9
contig_58:5163940..5171187#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	75	6.4e-19	58.6	0.95	61.8
contig_58:5163940..5171187#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	75	3.5e-22	100.0	1.0	72.5
contig_58:5163940..5171187#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RT	173	5.8e-95	100.0	1.0	309.7
contig_58:5163940..5171187#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RH	141	4.6e-72	95.9	0.99	234.5
contig_58:5163940..5171187#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-INT	224	2.5e-94	76.3	0.98	309.5
contig_58:5163940..5171187#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	77	9.6e-23	100.0	0.99	73.8
contig_58:5319388..5327057#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	117	3.4e-21	100.0	0.99	69.7
contig_58:5319388..5327057#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.9e-23	100.0	1.0	76.3
contig_58:5319388..5327057#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	3.7e-86	100.0	0.99	280.9
contig_58:5319388..5327057#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.5e-60	100.0	1.0	197.2
contig_58:5319388..5327057#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	4.8e-148	100.0	1.0	485.6
contig_58:5319388..5327057#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	74	1.4e-09	59.7	0.66	31.8
contig_58:5805125..5811996#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	34	7.6e-14	44.2	0.99	45.3
contig_58:5805125..5811996#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-INT	195	9.3e-87	61.0	0.98	284.6
contig_58:5805125..5811996#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RH	130	1.3e-61	82.1	0.99	200.6
contig_58:5805125..5811996#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RT	71	5.1e-35	39.3	0.99	114.5
contig_58:5805125..5811996#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	41	9.5e-05	36.0	0.8	16.6
contig_58:5805125..5811996#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	127	1.8e-35	100.0	0.97	115.3
contig_58:5907001..5917783#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	124	2.1e-37	100.0	0.96	121.6
contig_58:5907001..5917783#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	76	6.6e-27	100.0	0.99	87.7
contig_58:5907001..5917783#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	174	1.6e-93	100.0	1.0	304.8
contig_58:5907001..5917783#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	53	4.4e-55	21.1	0.94	180.6
contig_58:5907001..5917783#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	314	3.7e-137	100.0	0.98	450.5
contig_59:2193763..2198860#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	9.6e-52	100.0	0.99	168.1
contig_59:2193763..2198860#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	9.6e-108	100.0	0.99	352.8
contig_59:2193763..2198860#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	2.1e-80	100.0	0.98	262.6
contig_59:2193763..2198860#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	5.2e-23	100.0	0.99	75.1
contig_59:2193763..2198860#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	1.3e-16	100.0	0.96	54.6
contig_59:2361641..2367980#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	84	1.1e-22	100.0	0.9	73.9
contig_59:2361641..2367980#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-INT	306	2.2e-159	100.0	0.98	523.2
contig_59:2361641..2367980#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RH	145	5.1e-77	100.0	0.99	250.7
contig_59:2361641..2367980#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RT	166	6.6e-93	93.1	0.99	302.9
contig_59:2361641..2367980#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	75	6.8e-31	100.0	0.98	100.1
contig_59:2361641..2367980#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	130	9.9e-46	100.0	0.97	148.8
contig_59:2409255..2415924#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	7.7e-52	97.6	0.98	168.4
contig_59:2409255..2415924#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	255	3.8e-105	100.0	0.97	344.3
contig_59:2409255..2415924#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	3.6e-74	100.0	0.96	242.3
contig_59:2409255..2415924#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	9.1e-18	98.6	0.97	58.3
contig_59:2409255..2415924#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	101	6.9e-09	82.2	0.89	29.8
contig_59:2496077..2501252#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	2.3e-64	100.0	1.0	208.6
contig_59:2496077..2501252#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	260	2.6e-123	100.0	1.0	403.8
contig_59:2496077..2501252#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	198	2.2e-90	100.0	1.0	295.1
contig_59:2496077..2501252#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	6.8e-29	100.0	1.0	93.7
contig_59:2496077..2501252#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	8.2e-29	100.0	0.99	93.2
contig_59:2673490..2689145#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	238	2.5e-78	75.9	0.94	257.2
contig_59:2673490..2689145#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	121	2.9e-49	100.0	1.0	159.9
contig_59:2673490..2689145#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	76	7.6e-22	100.0	0.97	71.4
contig_59:2673490..2689145#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	174	3.5e-140	100.0	1.0	456.7
contig_59:2673490..2689145#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	76	1.4e-40	59.0	0.97	131.8
contig_59:2833529..2839379#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RH	88	4.6e-32	62.7	0.95	104.3
contig_59:2833529..2839379#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RT	88	4.9e-23	30.1	0.9	75.4
contig_59:2833529..2839379#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-INT	52	2.8e-27	25.4	0.98	89.2
contig_59:2833529..2839379#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-PROT	68	3.7e-27	100.0	1.0	88.2
contig_59:2833529..2839379#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	93	5.5e-30	100.0	0.99	97.2
contig_59:2880547..2885923#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	74	2.8e-22	100.0	0.9	72.5
contig_59:2880547..2885923#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	1e-150	100.0	1.0	494.4
contig_59:2880547..2885923#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	3.9e-70	100.0	1.0	228.3
contig_59:2880547..2885923#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	6.9e-91	100.0	1.0	296.3
contig_59:2880547..2885923#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.8e-27	100.0	1.0	89.1
contig_59:2880547..2885923#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	119	2.2e-27	100.0	0.96	89.6
contig_59:3041000..3046299#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	119	3.5e-24	100.0	0.94	79.3
contig_59:3041000..3046299#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2.3e-26	100.0	1.0	85.6
contig_59:3041000..3046299#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.4e-90	100.0	1.0	295.3
contig_59:3041000..3046299#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	132	1.3e-63	90.3	0.99	207.2
contig_59:3041000..3046299#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	207	2.9e-103	66.9	0.99	338.5
contig_59:3041000..3046299#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	66	2e-18	68.8	0.9	60.1
contig_59:3204259..3209505#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	2e-30	100.0	0.98	98.3
contig_59:3204259..3209505#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	1.7e-26	100.0	1.0	86.0
contig_59:3204259..3209505#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	198	5.9e-90	100.0	0.99	293.8
contig_59:3204259..3209505#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	260	1.1e-128	100.0	1.0	421.4
contig_59:3204259..3209505#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	2.4e-52	100.0	0.98	169.7
contig_59:3324212..3329520#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	74	1.2e-22	98.7	0.9	73.8
contig_59:3324212..3329520#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	1.2e-149	100.0	0.99	490.9
contig_59:3324212..3329520#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	114	2e-49	73.1	0.98	161.2
contig_59:3324212..3329520#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.6e-90	100.0	1.0	295.1
contig_59:3324212..3329520#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2.6e-26	100.0	1.0	85.4
contig_59:3324212..3329520#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	119	2.1e-23	100.0	0.94	76.8
contig_59:3378572..3385969#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-PROT	45	1e-13	61.8	0.97	45.2
contig_59:3378572..3385969#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-INT	199	1.1e-87	98.0	0.99	286.4
contig_59:3378572..3385969#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RT	136	2.9e-66	52.0	0.99	217.0
contig_59:3378572..3385969#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RH	126	7.2e-61	100.0	0.99	197.3
contig_59:3420484..3425899#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.2e-55	100.0	1.0	180.6
contig_59:3420484..3425899#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	8.8e-113	100.0	0.99	369.3
contig_59:3420484..3425899#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	190	1.2e-81	100.0	0.98	266.7
contig_59:3420484..3425899#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	65	1.8e-17	98.6	0.94	57.3
contig_59:3420484..3425899#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	99	1.1e-17	85.6	0.84	58.0
contig_59:349814..363885#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-INT	313	3.5e-180	100.0	1.0	591.8
contig_59:349814..363885#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-RH	149	1.7e-77	100.0	1.0	252.1
contig_59:349814..363885#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-RT	192	5.6e-114	100.0	1.0	372.2
contig_59:349814..363885#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	4.9e-32	100.0	0.99	103.6
contig_59:349814..363885#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	1.6e-57	100.0	0.99	186.9
contig_59:3575802..3580970#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	3.4e-63	100.0	1.0	204.8
contig_59:3575802..3580970#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	260	2.3e-124	100.0	1.0	407.2
contig_59:3575802..3580970#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	198	8.8e-93	100.0	1.0	303.0
contig_59:3575802..3580970#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	2.1e-29	100.0	1.0	95.3
contig_59:3575802..3580970#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	1.3e-29	100.0	0.99	95.8
contig_59:3741637..3746744#LTR/unknown|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	80	1.7e-29	46.6	0.93	95.7
contig_59:3747879..3753815#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-GAG	90	1.5e-45	100.0	0.99	147.2
contig_59:3747879..3753815#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-PROT	71	2.1e-36	100.0	1.0	117.1
contig_59:3747879..3753815#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	202	3.3e-117	100.0	0.99	382.9
contig_59:3747879..3753815#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RT	262	3.1e-144	96.9	0.99	472.8
contig_59:3747879..3753815#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	134	1.5e-77	100.0	0.99	251.3
contig_59:3956788..3962380#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	3.6e-57	100.0	0.98	185.3
contig_59:3956788..3962380#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	257	1.3e-127	100.0	0.99	417.8
contig_59:3956788..3962380#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	198	5e-92	100.0	1.0	300.5
contig_59:3956788..3962380#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	66	1.6e-23	91.7	1.0	76.5
contig_59:3956788..3962380#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	3.4e-33	97.8	0.98	107.2
contig_59:4147524..4153029#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	117	7.5e-29	100.0	0.99	94.4
contig_59:4147524..4153029#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.1e-19	100.0	1.0	64.2
contig_59:4147524..4153029#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	6.4e-94	100.0	1.0	306.2
contig_59:4147524..4153029#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	4.7e-64	100.0	1.0	208.6
contig_59:4147524..4153029#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	3.8e-153	100.0	1.0	502.4
contig_59:4147524..4153029#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	74	1.6e-17	100.0	0.9	57.3
contig_59:5107439..5113961#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	77	3.6e-24	100.0	0.99	78.3
contig_59:5107439..5113961#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-INT	309	5.1e-161	100.0	0.99	528.5
contig_59:5107439..5113961#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RH	145	3.1e-80	100.0	1.0	261.0
contig_59:5107439..5113961#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RT	173	2e-95	100.0	1.0	311.1
contig_59:5107439..5113961#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	75	1.7e-21	100.0	1.0	70.2
contig_59:5107439..5113961#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	81	1.4e-38	64.1	0.92	125.4
contig_59:5108394..5116033#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	77	4.6e-24	100.0	0.99	78.0
contig_59:5108394..5116033#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-INT	309	6.6e-161	100.0	0.99	528.2
contig_59:5108394..5116033#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RH	145	3.8e-80	100.0	1.0	260.7
contig_59:5108394..5116033#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RT	173	2.6e-95	100.0	1.0	310.8
contig_59:5108394..5116033#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	75	2.3e-21	100.0	1.0	69.8
contig_59:5108394..5116033#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	127	6.6e-38	100.0	0.97	123.2
contig_59:56259..61291#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	3.3e-23	96.7	0.98	75.2
contig_59:56259..61291#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	5.1e-28	100.0	1.0	90.9
contig_59:56259..61291#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	154	2.8e-64	76.6	0.99	210.0
contig_59:56259..61291#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	260	8.7e-120	100.0	0.99	392.2
contig_59:56259..61291#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	116	2.6e-51	88.9	0.98	166.4
contig_59:64523..69555#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	3.3e-23	96.7	0.98	75.2
contig_59:64523..69555#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	5.1e-28	100.0	1.0	90.9
contig_59:64523..69555#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	154	2.8e-64	76.6	0.99	210.0
contig_59:64523..69555#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	260	8.7e-120	100.0	0.99	392.2
contig_59:64523..69555#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	116	2.6e-51	88.9	0.98	166.4
contig_62:1133324..1138287#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	80	1.8e-24	62.3	0.96	79.8
contig_62:2532321..2537258#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1e-53	100.0	0.98	174.5
contig_62:2532321..2537258#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	2.8e-112	100.0	0.99	367.7
contig_62:2532321..2537258#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	197	1.7e-75	100.0	0.97	246.6
contig_62:2532321..2537258#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	7.6e-23	100.0	0.99	74.6
contig_62:2532321..2537258#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	6.4e-12	100.0	0.95	39.5
contig_63:2027483..2043424#LTR/unknown|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	1.3e-29	100.0	0.99	95.8
contig_63:2027483..2043424#LTR/unknown|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	89	1.5e-31	60.9	0.97	102.9
contig_63:2027483..2043424#LTR/unknown|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	112	5e-57	56.9	0.99	186.3
contig_63:2027483..2043424#LTR/unknown|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	260	1.7e-125	99.6	0.99	411.0
contig_63:2027483..2043424#LTR/unknown|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	122	1.4e-53	92.9	0.96	173.7
contig_63:2028070..2038781#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	7.2e-30	100.0	0.99	96.6
contig_63:2028070..2038781#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	89	9.1e-32	60.9	0.97	103.7
contig_63:565632..570896#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	5.8e-17	100.0	0.97	55.7
contig_63:565632..570896#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	2.8e-21	100.0	0.98	69.6
contig_63:565632..570896#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	7.2e-76	99.5	0.97	247.8
contig_63:565632..570896#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	168	3.2e-74	62.6	0.99	243.0
contig_63:565632..570896#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.3e-53	100.0	0.97	174.1
contig_63:691250..695900#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	107	3.4e-20	98.9	0.9	66.0
contig_63:691250..695900#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	4.8e-15	100.0	0.98	49.6
contig_63:691250..695900#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	9.6e-76	100.0	0.95	247.4
contig_63:691250..695900#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	208	1e-82	80.2	0.96	270.8
contig_63:691250..695900#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	8.3e-56	100.0	1.0	181.2
contig_63:949397..954382#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	103	7.5e-16	100.0	0.88	52.1
contig_63:949397..954382#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	2.5e-22	100.0	0.98	72.9
contig_63:949397..954382#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	193	1.1e-73	100.0	0.96	240.7
contig_63:949397..954382#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	260	1.2e-114	100.0	0.97	375.4
contig_63:949397..954382#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.6e-57	100.0	1.0	186.8
